Rank;Sourceid;Title;Issn;SJR;Year;SJR Best Quartile;Categories
7542;5700191207;Journal of the American Society of Hypertension;19331711;0,642;2021;Q2;"Cardiology and Cardiovascular Medicine (Q2); Internal Medicine (Q2)"
7543;21100894511;Optical Materials: X;25901478;0,642;2021;Q1;"Inorganic Chemistry (Q1); Atomic and Molecular Physics, and Optics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Organic Chemistry (Q2); Physical and Theoretical Chemistry (Q2); Spectroscopy (Q2)"
7544;145429;Pain Practice;15332500, 15307085;0,642;2021;Q2;Anesthesiology and Pain Medicine (Q2)
7545;16619;Plant Production Science;13491008, 1343943X;0,642;2021;Q1;Agronomy and Crop Science (Q1)
7546;7900153106;Reproductive Sciences;19337191, 19337205;0,642;2021;Q2;Obstetrics and Gynecology (Q2)
7547;26870;Siberian Mathematical Journal;15739260, 00374466;0,642;2021;Q2;Mathematics (miscellaneous) (Q2)
7548;4400151402;Advances in Geosciences;16807340, 16807359;0,641;2021;Q2;"Earth and Planetary Sciences (miscellaneous) (Q2); Space and Planetary Science (Q2)"
7549;55870;Bollettino della Societa Paleontologica Italiana;3757633;0,641;2021;Q1;Paleontology (Q1)
7550;24173;Connection Science;13600494, 09540091;0,641;2021;Q2;"Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Software (Q2)"
7551;12300154703;Current Protocols in Stem Cell Biology;19388969, 19417322;0,641;2021;Q2;"Medicine (miscellaneous) (Q2); Cell Biology (Q3); Developmental Biology (Q3)"
7552;27895;Eos;00963941, 23249250;0,641;2021;Q2;Earth and Planetary Sciences (miscellaneous) (Q2)
7553;21100284944;Geosciences (Switzerland);20763263;0,641;2021;Q2;Earth and Planetary Sciences (miscellaneous) (Q2)
7554;12695;International Review of Education;15730638, 00208566;0,641;2021;Q2;"Education (Q2); E-learning (Q2)"
7555;13527;Journal of Fish Diseases;13652761, 01407775;0,641;2021;Q1;"Veterinary (miscellaneous) (Q1); Aquatic Science (Q2)"
7556;15951;Journal of Medical Economics;13696998, 1941837X;0,641;2021;Q2;Health Policy (Q2)
7557;21101058018;Journal of Physics: Complexity;2632072X;0,641;2021;Q2;"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2)"
7558;13958;Marine Micropaleontology;3778398;0,641;2021;Q1;"Paleontology (Q1); Oceanography (Q2)"
7559;12677;Nuclear Science and Engineering;00295639, 1943748X;0,641;2021;Q2;Nuclear Energy and Engineering (Q2)
7560;21100386506;Prostate International;2287903X, 22878882;0,641;2021;Q2;Urology (Q2)
7561;21100794012;Public Relations Inquiry;20461488, 2046147X;0,641;2021;Q1;"Communication (Q1); Linguistics and Language (Q1); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
7562;21771;AIDS Research and Human Retroviruses;19318405, 08892229;0,64;2021;Q2;"Infectious Diseases (Q2); Immunology (Q3); Virology (Q3)"
7563;22441;Angiology;00033197, 19401574;0,64;2021;Q2;Cardiology and Cardiovascular Medicine (Q2)
7564;13518;Contemporary South Asia;09584935, 1469364X;0,64;2021;Q1;"Geography, Planning and Development (Q1); Political Science and International Relations (Q1); Development (Q2)"
7565;130039;CrystEngComm;14668033;0,64;2021;Q2;"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
7566;21100446931;European Journal of Mathematics;2199675X, 21996768;0,64;2021;Q2;Mathematics (miscellaneous) (Q2)
7567;21101045751;Geology, Ecology, and Landscapes;24749508;0,64;2021;Q2;"Ecology (Q2); Geology (Q2); Nature and Landscape Conservation (Q2)"
7568;19700181322;International Journal of Architectural Heritage;15583066, 15583058;0,64;2021;Q1;"Architecture (Q1); Conservation (Q1); Visual Arts and Performing Arts (Q1)"
7569;20453;International Journal of Pressure Vessels and Piping;3080161;0,64;2021;Q2;"Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
7570;17600155423;International Journal of Transitional Justice, The;17527724, 17527716;0,64;2021;Q1;Law (Q1)
7571;28435;Journal of Applied Geophysics;9269851;0,64;2021;Q2;Geophysics (Q2)
7572;20617;Journal of Food Science and Technology;00221155, 09758402;0,64;2021;Q2;Food Science (Q2)
7573;12179;Journal of Luminescence;222313;0,64;2021;Q2;"Atomic and Molecular Physics, and Optics (Q2); Biophysics (Q2); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Biochemistry (Q3)"
7574;11700154614;Journal of Management and Organization;18393527, 18333672;0,64;2021;Q2;"Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q2)"
7575;21100936401;Journal of Pediatrics: X;25900420;0,64;2021;Q2;Pediatrics, Perinatology and Child Health (Q2)
7576;24644;Journal of Physical and Chemical Reference Data;15297845, 00472689;0,64;2021;Q2;"Chemistry (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2)"
7577;15816;Journal of the National Medical Association;00279684, 19434693;0,64;2021;Q2;Medicine (miscellaneous) (Q2)
7578;13471;Meteorology and Atmospheric Physics;01777971, 14365065;0,64;2021;Q2;Atmospheric Science (Q2)
7579;16986;Pathology International;13205463, 14401827;0,64;2021;Q2;"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2)"
7580;24261;Australasian Journal of Dermatology;14400960, 00048380;0,639;2021;Q2;"Dermatology (Q2); Medicine (miscellaneous) (Q2)"
7581;13683;Computer Communication Review;19435819, 01464833;0,639;2021;Q2;"Computer Networks and Communications (Q2); Software (Q2)"
7582;19710;FEMS Yeast Research;15671364, 15671356;0,639;2021;Q2;"Applied Microbiology and Biotechnology (Q2); Medicine (miscellaneous) (Q2); Microbiology (Q3)"
7583;28472;Fractals;17936543, 0218348X;0,639;2021;Q1;"Multidisciplinary (Q1); Applied Mathematics (Q2); Geometry and Topology (Q2); Modeling and Simulation (Q2)"
7584;27707;Heart and Lung: Journal of Acute and Critical Care;01479563, 15273288;0,639;2021;Q2;"Cardiology and Cardiovascular Medicine (Q2); Critical Care and Intensive Care Medicine (Q2); Pulmonary and Respiratory Medicine (Q2)"
7585;20795;Human Immunology;01988859, 18791166;0,639;2021;Q2;"Medicine (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3)"
7586;14820;Infant and Child Development;15227227, 15227219;0,639;2021;Q2;Developmental and Educational Psychology (Q2)
7587;21100205762;Journal of Applied Non-Classical Logics;19585780, 11663081;0,639;2021;Q1;"Philosophy (Q1); Logic (Q2)"
7588;5700185131;Journal of Management Education;10525629, 15526658;0,639;2021;Q2;"Business, Management and Accounting (miscellaneous) (Q2); Education (Q2)"
7589;21101044228;Journal of Positive School Psychology;27177564;0,639;2021;Q2;"Developmental and Educational Psychology (Q2); Education (Q2); Social Psychology (Q2)"
7590;26983;Journal of Thermal Analysis and Calorimetry;15882926, 13886150;0,639;2021;Q2;"Condensed Matter Physics (Q2); Physical and Theoretical Chemistry (Q2)"
7591;12166;Mathematics and Computers in Simulation;3784754;0,639;2021;Q2;"Applied Mathematics (Q2); Computer Science (miscellaneous) (Q2); Modeling and Simulation (Q2); Numerical Analysis (Q2); Theoretical Computer Science (Q2)"
7592;19700176021;Oncology Letters;17921082, 17921074;0,639;2021;Q3;"Cancer Research (Q3); Oncology (Q3)"
7593;19700170477;ZooKeys;13132970, 13132989;0,639;2021;Q1;"Agricultural and Biological Sciences (miscellaneous) (Q1); Animal Science and Zoology (Q1); Insect Science (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Paleontology (Q2)"
7594;23737;Computational Intelligence;08247935, 14678640;0,638;2021;Q2;"Artificial Intelligence (Q2); Computational Mathematics (Q2)"
7595;21557;Environmental Values;09632719, 17527015;0,638;2021;Q1;"Philosophy (Q1); Environmental Science (miscellaneous) (Q2)"
7596;19900192031;International Journal of Biomaterials;16878787, 16878795;0,638;2021;Q2;"Biomaterials (Q2); Biomedical Engineering (Q2)"
7597;25997;International Journal of Hematology;9255710;0,638;2021;Q2;Hematology (Q2)
7598;21100204920;International Journal of Physical Modelling in Geotechnics;20426550, 1346213X;0,638;2021;Q2;Geotechnical Engineering and Engineering Geology (Q2)
7599;19700182738;Journal of Foot and Ankle Research;17571146;0,638;2021;Q2;Orthopedics and Sports Medicine (Q2)
7600;20985;Journal of Offshore Mechanics and Arctic Engineering;1528896X, 08927219;0,638;2021;Q2;"Energy (miscellaneous) (Q2); Mechanical Engineering (Q2); Ocean Engineering (Q2)"
7601;8600153118;Mathematics and Financial Economics;18629679;0,638;2021;Q2;"Finance (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
7602;19700174711;SAE International Journal of Engines;19463944, 19463936;0,638;2021;Q1;"Automotive Engineering (Q1); Fuel Technology (Q2)"
7603;29346;South Atlantic Quarterly;382876;0,638;2021;Q1;"Cultural Studies (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)"
7604;21100314711;Translational Andrology and Urology;22234691, 22234683;0,638;2021;Q2;"Reproductive Medicine (Q2); Urology (Q2)"
7605;16800154727;Water Alternatives;19650175;0,638;2021;Q1;"Geography, Planning and Development (Q1); Political Science and International Relations (Q1); Management, Monitoring, Policy and Law (Q2); Water Science and Technology (Q2)"
7606;100147330;World Englishes;8832919;0,638;2021;Q1;"Anthropology (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q1)"
7607;21100284963;World Journal of Orthopedics;22185836;0,638;2021;Q2;Orthopedics and Sports Medicine (Q2)
7608;21100943825;Advances in the Theory of Nonlinear Analysis and its Applications;25872648;0,637;2021;Q2;"Analysis (Q2); Applied Mathematics (Q2)"
7609;21100198493;Aquaculture Environment Interactions;1869215X, 18697534;0,637;2021;Q2;"Aquatic Science (Q2); Management, Monitoring, Policy and Law (Q2); Water Science and Technology (Q2)"
7610;13524;Discourse and Society;14603624, 09579265;0,637;2021;Q1;"Communication (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q1)"
7611;144967;Early Childhood Education Journal;15731707, 10823301;0,637;2021;Q2;"Developmental and Educational Psychology (Q2); Education (Q2)"
7612;5000154607;Hellenic Journal of Cardiology;22415955, 11099666;0,637;2021;Q2;Cardiology and Cardiovascular Medicine (Q2)
7613;16078;Journal of Biotechnology;01681656, 18734863;0,637;2021;Q2;"Applied Microbiology and Biotechnology (Q2); Bioengineering (Q2); Biotechnology (Q2); Medicine (miscellaneous) (Q2)"
7614;23704;Journal of Gender Studies;14653869, 09589236;0,637;2021;Q1;"Arts and Humanities (miscellaneous) (Q1); Gender Studies (Q1); Social Sciences (miscellaneous) (Q1)"
7615;18500162200;Journal of Infrared, Millimeter, and Terahertz Waves;18666892, 18666906;0,637;2021;Q2;"Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Instrumentation (Q2); Radiation (Q2)"
7616;144643;Learning Organization;9696474;0,637;2021;Q2;"Education (Q2); Organizational Behavior and Human Resource Management (Q2)"
7617;16987;Pathology Research and Practice;16180631, 03440338;0,637;2021;Q2;"Pathology and Forensic Medicine (Q2); Cell Biology (Q3)"
7618;29450;Applied Measurement in Education;15324818, 08957347;0,636;2021;Q2;"Developmental and Educational Psychology (Q2); Education (Q2)"
7619;17689;Avian Pathology;03079457, 14653338;0,636;2021;Q1;"Animal Science and Zoology (Q1); Food Animals (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
7620;21100197945;Biocatalysis and Agricultural Biotechnology;18788181;0,636;2021;Q1;"Agronomy and Crop Science (Q1); Applied Microbiology and Biotechnology (Q2); Bioengineering (Q2); Biotechnology (Q2); Food Science (Q2)"
7621;19700171807;Clinical Medicine Insights: Oncology;11795549;0,636;2021;Q3;Oncology (Q3)
7622;21100889860;Design Science;20534701;0,636;2021;Q1;"Engineering (miscellaneous) (Q1); Visual Arts and Performing Arts (Q1); Modeling and Simulation (Q2)"
7623;26415;Electronic Transactions on Numerical Analysis;10974067, 10689613;0,636;2021;Q2;Analysis (Q2)
7624;13374;Health Physics;15385159, 00179078;0,636;2021;Q2;"Health, Toxicology and Mutagenesis (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Epidemiology (Q3)"
7625;70505;Journal of Nursing Education;1484834;0,636;2021;Q1;"Nursing (miscellaneous) (Q1); Education (Q2)"
7626;21792;Journal of the Association of Nurses in AIDS Care;15526917, 10553290;0,636;2021;Q1;Advanced and Specialized Nursing (Q1)
7627;21100855510;Journal of Transportation Engineering Part B: Pavements;25735438;0,636;2021;Q2;"Civil and Structural Engineering (Q2); Transportation (Q2)"
7628;22655;Mammalian Biology;16165047, 16181476;0,636;2021;Q1;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
7629;16099;Marine Biotechnology;14362236, 14362228;0,636;2021;Q2;"Aquatic Science (Q2); Biotechnology (Q2)"
7630;12964;Review of Quantitative Finance and Accounting;0924865X, 15737179;0,636;2021;Q2;"Accounting (Q2); Business, Management and Accounting (miscellaneous) (Q2); Finance (Q2)"
7631;12681;European Journal of Obstetrics, Gynecology and Reproductive Biology;00282243, 18727654, 03012115;0,635;2021;Q2;"Obstetrics and Gynecology (Q2); Reproductive Medicine (Q2)"
7632;19900194800;Female Pelvic Medicine and Reconstructive Surgery;21544212, 21518378;0,635;2021;Q2;"Medicine (miscellaneous) (Q2); Obstetrics and Gynecology (Q2); Surgery (Q2); Urology (Q2)"
7633;25098;Future of Children;15501558, 10548289;0,635;2021;Q1;"Sociology and Political Science (Q1); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)"
7634;19700175065;Integrated Blood Pressure Control;11787104;0,635;2021;Q2;"Cardiology and Cardiovascular Medicine (Q2); Internal Medicine (Q2)"
7635;19700188272;International journal of older people nursing;17483735, 17483743;0,635;2021;Q2;Gerontology (Q2)
7636;21100784443;International Journal of Sustainable Energy Planning and Management;22462929;0,635;2021;Q1;"Geography, Planning and Development (Q1); Energy Engineering and Power Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)"
7637;19700188237;Journal of Biological Dynamics;17513766, 17513758;0,635;2021;Q2;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)"
7638;19600166304;Journal of Community Genetics;1868310X, 18686001;0,635;2021;Q2;"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3); Genetics (clinical) (Q3)"
7639;2700147401;Journal of Immigrant and Minority Health;15571912, 15571920;0,635;2021;Q2;"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3)"
7640;27608;Journal of Obstetrics and Gynaecology Research;14470756, 13418076;0,635;2021;Q2;"Medicine (miscellaneous) (Q2); Obstetrics and Gynecology (Q2)"
7641;22465;Korean Journal of Parasitology;17380006, 00234001;0,635;2021;Q2;"Parasitology (Q2); Infectious Diseases (Q3)"
7642;12317;Optical Fiber Technology;10959912, 10685200;0,635;2021;Q2;"Atomic and Molecular Physics, and Optics (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Instrumentation (Q2)"
7643;17600155039;Perspectives in Public Health;17579139, 17579147;0,635;2021;Q2;Public Health, Environmental and Occupational Health (Q2)
7644;24030;Respiratory Physiology and Neurobiology;18781519, 15699048;0,635;2021;Q2;"Pulmonary and Respiratory Medicine (Q2); Neuroscience (miscellaneous) (Q3); Physiology (Q3)"
7645;13149;Surgical Oncology;09607404, 18793320;0,635;2021;Q2;"Surgery (Q2); Oncology (Q3)"
7646;11300153311;Arthropod-Plant Interactions;18728847, 18728855;0,634;2021;Q1;"Agronomy and Crop Science (Q1); Insect Science (Q1); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)"
7647;21017;Bird Conservation International;09592709, 14740001;0,634;2021;Q1;"Animal Science and Zoology (Q1); Ecology (Q2); Nature and Landscape Conservation (Q2)"
7648;15609;Enzyme and Microbial Technology;18790909, 01410229;0,634;2021;Q2;"Applied Microbiology and Biotechnology (Q2); Bioengineering (Q2); Biotechnology (Q2); Biochemistry (Q3)"
7649;17900156741;European Journal of Developmental Psychology;17405610, 17405629;0,634;2021;Q2;"Developmental and Educational Psychology (Q2); Social Psychology (Q2)"
7650;15026;Flow Measurement and Instrumentation;9555986;0,634;2021;Q2;"Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Instrumentation (Q2); Modeling and Simulation (Q2)"
7651;21100286950;Heritage Science;20507445;0,634;2021;Q1;"Archeology (Q1); Archeology (arts and humanities) (Q1); Conservation (Q1); Chemistry (miscellaneous) (Q2); Computer Science Applications (Q2); Materials Science (miscellaneous) (Q2); Spectroscopy (Q2)"
